age,job,marital,education,balance,housing,loan,contact,duration,campaign,deposit
60,blue-collar,married,primary,5,no,no,cellular,401,1,yes
30,management,single,tertiary,697,no,no,cellular,215,3,yes
66,retired,married,tertiary,1948,no,no,cellular,106,2,yes
50,technician,married,secondary,3654,no,no,cellular,215,2,yes
47,management,single,tertiary,551,no,no,cellular,124,1,yes
80,retired,married,primary,997,no,no,cellular,746,2,yes
61,management,married,tertiary,477,yes,no,cellular,377,1,yes
47,management,married,tertiary,3663,no,no,cellular,424,2,yes
30,technician,single,secondary,853,no,no,cellular,279,1,yes
21,student,single,primary,8278,no,no,cellular,445,1,yes
62,management,married,tertiary,7458,no,no,cellular,212,2,yes
26,technician,single,secondary,44,no,no,cellular,217,1,yes
36,blue-collar,married,secondary,1193,no,no,cellular,640,1,yes
87,retired,married,primary,230,no,no,cellular,144,1,yes
61,retired,married,primary,8729,no,no,cellular,480,1,yes
70,retired,married,secondary,2384,no,no,cellular,196,2,yes
60,management,married,tertiary,3401,no,no,cellular,294,1,yes
41,services,married,tertiary,881,no,no,cellular,257,3,yes
22,student,single,secondary,1522,no,no,cellular,368,2,yes
60,retired,divorced,secondary,4243,no,no,cellular,416,2,yes
54,technician,married,secondary,473,no,yes,cellular,182,1,yes
35,self-employed,single,tertiary,5462,no,no,cellular,188,1,yes
59,management,married,secondary,4412,no,no,cellular,162,2,yes
29,student,single,unknown,10332,no,no,cellular,46,3,yes
48,management,married,secondary,0,yes,yes,cellular,1233,1,yes
37,management,married,tertiary,238,no,no,cellular,149,1,yes
36,management,single,tertiary,62,yes,no,cellular,566,1,yes
52,admin.,single,secondary,2398,yes,no,cellular,412,1,yes
67,retired,divorced,secondary,704,no,no,cellular,537,1,yes
36,self-employed,married,tertiary,506,no,no,cellular,217,1,yes
64,management,married,unknown,2352,no,no,cellular,181,4,yes
29,technician,single,secondary,938,no,no,cellular,358,1,yes
27,management,single,tertiary,1720,no,no,cellular,284,2,yes
76,retired,married,primary,1492,no,no,telephone,383,1,yes
34,management,married,tertiary,1778,no,no,cellular,358,1,yes
54,technician,married,secondary,0,no,no,cellular,464,5,yes
67,retired,married,primary,942,no,no,cellular,455,2,yes
24,technician,married,secondary,556,yes,no,cellular,368,2,yes
53,admin.,married,secondary,10541,no,no,cellular,178,1,yes
33,student,married,secondary,1536,no,no,cellular,262,1,yes
24,student,single,tertiary,235,no,no,cellular,118,1,yes
32,management,single,tertiary,935,no,no,cellular,165,1,yes
60,self-employed,married,tertiary,10861,no,no,cellular,98,1,yes
64,entrepreneur,married,tertiary,2331,no,no,telephone,201,1,yes
35,management,single,tertiary,1228,no,no,cellular,696,2,yes
24,student,single,secondary,125,no,no,cellular,263,1,yes
42,management,married,tertiary,2816,no,no,cellular,193,2,yes
40,management,married,tertiary,0,no,no,cellular,147,1,yes
33,management,married,tertiary,22867,yes,no,cellular,266,2,yes
71,housemaid,divorced,primary,1311,no,no,cellular,301,2,yes
52,unemployed,married,secondary,94,no,no,cellular,293,3,yes
47,admin.,married,secondary,0,no,no,cellular,213,1,yes
49,management,married,primary,3371,no,no,cellular,269,2,yes
26,management,single,tertiary,943,no,no,cellular,166,1,yes
40,management,married,tertiary,9366,no,no,cellular,69,3,yes
32,technician,single,tertiary,6746,no,no,cellular,199,1,yes
33,services,married,secondary,1076,no,no,cellular,131,1,yes
35,management,married,tertiary,0,yes,no,cellular,229,2,yes
53,management,married,tertiary,1624,no,no,cellular,166,3,yes
20,student,single,unknown,801,no,no,cellular,244,2,yes
44,self-employed,divorced,tertiary,1070,yes,no,cellular,172,1,yes
21,student,single,secondary,123,no,no,telephone,513,1,yes
36,blue-collar,single,secondary,3623,no,no,unknown,71,1,yes
31,management,single,tertiary,533,no,no,cellular,90,3,yes
42,technician,married,secondary,994,yes,no,cellular,227,3,yes
33,services,married,secondary,386,no,no,cellular,253,1,yes
29,management,single,tertiary,1026,no,no,cellular,226,1,yes
30,unemployed,single,secondary,2424,no,no,cellular,110,1,yes
32,management,married,tertiary,1331,no,no,cellular,126,1,yes
54,unknown,married,secondary,2206,no,no,cellular,104,1,yes
82,retired,divorced,tertiary,0,no,no,telephone,226,1,yes
47,management,married,tertiary,4693,no,yes,cellular,89,1,yes
48,blue-collar,married,secondary,1230,yes,no,cellular,169,1,yes
77,retired,divorced,secondary,3417,no,no,cellular,134,1,yes
38,admin.,married,secondary,1767,yes,no,cellular,893,7,yes
27,student,single,tertiary,5291,no,no,cellular,192,2,yes
43,services,single,secondary,3403,yes,no,cellular,707,2,yes
33,technician,married,secondary,133,no,no,cellular,627,2,yes
27,admin.,single,secondary,4745,no,no,telephone,411,4,yes
76,retired,married,primary,3324,no,no,cellular,122,1,yes
81,retired,married,primary,5220,no,no,telephone,135,1,yes
71,retired,married,primary,2600,no,no,cellular,186,2,yes
39,admin.,married,secondary,260,yes,no,cellular,226,1,yes
18,student,single,primary,608,no,no,cellular,210,1,yes
58,services,divorced,secondary,462,no,no,cellular,495,1,yes
44,technician,divorced,secondary,14,no,no,cellular,167,1,yes
67,retired,married,secondary,1146,no,no,cellular,259,1,yes
31,services,single,secondary,181,no,no,cellular,239,2,yes
61,retired,married,secondary,3114,no,no,cellular,381,1,yes
36,technician,single,secondary,376,no,no,cellular,193,1,yes
56,retired,married,primary,9367,no,no,telephone,271,2,yes
24,student,single,secondary,382,no,no,cellular,256,2,yes
33,admin.,married,secondary,920,no,no,cellular,130,1,yes
34,blue-collar,single,unknown,129,yes,yes,cellular,295,1,yes
58,admin.,married,secondary,169,no,no,cellular,301,1,yes
64,retired,married,unknown,679,no,no,telephone,167,1,yes
27,blue-collar,single,secondary,535,no,no,cellular,183,1,yes
63,management,married,tertiary,3115,no,no,cellular,432,5,yes
23,student,single,secondary,1234,no,no,cellular,250,1,yes
37,technician,single,tertiary,197,no,no,cellular,175,1,yes
43,management,married,tertiary,3186,no,no,cellular,380,1,yes
35,technician,married,tertiary,3160,yes,no,cellular,445,2,yes
33,blue-collar,married,primary,195,no,no,cellular,984,5,yes
75,retired,married,tertiary,6027,no,no,cellular,1248,2,yes
40,admin.,married,tertiary,764,yes,no,unknown,85,1,yes
52,management,married,tertiary,583,no,no,cellular,209,1,yes
55,technician,divorced,tertiary,0,no,no,cellular,134,2,yes
71,retired,married,secondary,5715,no,no,cellular,747,2,yes
78,retired,married,tertiary,1204,no,no,telephone,135,1,yes
35,technician,married,secondary,4922,yes,no,cellular,393,4,yes
52,technician,married,secondary,234,no,no,cellular,255,1,yes
31,management,single,tertiary,9421,no,no,cellular,372,1,yes
31,admin.,single,secondary,4198,no,no,cellular,234,1,yes
38,management,married,unknown,3576,no,no,cellular,349,2,yes
28,student,single,secondary,1925,no,no,cellular,487,1,yes
72,retired,married,secondary,1129,no,no,cellular,208,1,yes
29,admin.,single,secondary,265,yes,no,cellular,414,1,yes
46,housemaid,married,secondary,38,no,no,cellular,541,1,yes
53,technician,married,secondary,1982,yes,yes,cellular,160,1,yes
58,technician,married,secondary,3399,no,no,telephone,1628,2,yes
22,student,single,tertiary,691,no,no,cellular,260,5,yes
28,admin.,married,secondary,330,no,no,cellular,357,1,yes
31,technician,married,secondary,318,no,no,cellular,310,1,yes
26,blue-collar,single,tertiary,644,no,no,cellular,346,1,yes
60,retired,divorced,tertiary,4,yes,no,cellular,415,1,yes
29,technician,single,secondary,1165,no,no,cellular,244,2,yes
36,admin.,divorced,tertiary,4708,no,no,cellular,284,1,yes
68,retired,married,tertiary,2820,no,no,cellular,154,1,yes
48,management,married,tertiary,1147,no,no,cellular,155,1,yes
53,unemployed,married,primary,980,yes,no,cellular,352,1,yes
39,technician,married,secondary,2983,no,no,cellular,472,1,yes
28,services,single,secondary,339,no,no,cellular,350,1,yes
72,retired,married,unknown,1940,no,no,telephone,705,2,yes
29,management,single,tertiary,1445,no,no,cellular,271,2,yes
26,student,single,tertiary,294,no,no,cellular,208,2,yes
49,management,married,tertiary,5887,no,no,cellular,439,3,yes
43,management,single,tertiary,11891,no,no,cellular,821,5,yes
28,student,single,unknown,78,no,no,cellular,232,3,yes
44,admin.,single,secondary,733,yes,no,cellular,360,2,yes
73,retired,divorced,primary,5028,no,no,cellular,696,10,yes
39,management,married,tertiary,481,no,no,cellular,929,5,yes
29,student,single,secondary,314,no,no,cellular,415,2,yes
31,technician,married,secondary,684,yes,no,cellular,620,3,yes
30,student,single,secondary,1681,no,no,cellular,329,2,yes
50,admin.,married,secondary,10250,yes,no,cellular,254,3,yes
42,management,married,tertiary,254,no,no,cellular,288,7,yes
37,admin.,married,secondary,0,yes,no,cellular,179,1,yes
49,technician,married,secondary,307,no,no,cellular,854,1,yes
59,unemployed,married,secondary,957,no,no,cellular,479,2,yes
80,retired,married,primary,155,no,no,telephone,343,2,yes
86,retired,single,secondary,614,no,no,telephone,595,1,yes
69,retired,married,unknown,426,no,no,telephone,395,1,yes
79,retired,married,secondary,8304,no,no,cellular,456,2,yes
36,services,married,secondary,4721,no,no,cellular,149,3,yes
49,management,married,tertiary,395,no,no,cellular,336,5,yes
69,retired,married,secondary,3588,yes,no,cellular,429,1,yes
66,retired,married,unknown,2540,no,no,telephone,441,2,yes
32,management,divorced,tertiary,883,yes,no,cellular,798,1,yes
47,management,single,tertiary,4402,no,no,telephone,805,1,yes
58,management,married,tertiary,256,no,no,cellular,422,1,yes
64,retired,married,primary,43,no,no,cellular,232,1,yes
72,retired,married,primary,3856,no,no,cellular,582,4,yes
79,retired,married,primary,3025,no,no,cellular,166,3,yes
30,technician,married,secondary,2326,no,no,cellular,420,1,yes
36,management,married,tertiary,925,no,no,cellular,321,3,yes
53,entrepreneur,married,tertiary,1961,no,no,cellular,351,1,yes
34,management,married,tertiary,2037,no,no,cellular,324,2,yes
29,student,single,secondary,459,no,no,cellular,279,3,yes
29,management,single,tertiary,572,no,no,cellular,314,1,yes
81,retired,divorced,secondary,452,no,no,telephone,443,1,yes
57,retired,married,secondary,5313,no,no,cellular,283,2,yes
72,retired,married,secondary,1533,no,no,cellular,546,2,yes
34,services,married,secondary,1337,no,no,cellular,330,2,yes
57,management,divorced,unknown,2986,no,no,cellular,222,2,yes
66,housemaid,married,primary,1230,no,no,cellular,726,3,yes
27,student,single,secondary,538,no,no,cellular,170,4,yes
50,management,married,tertiary,5108,yes,no,cellular,406,1,yes
75,retired,divorced,secondary,1341,no,no,cellular,415,7,yes
50,services,married,secondary,320,no,no,telephone,294,3,yes
32,admin.,single,secondary,131,yes,no,cellular,322,1,yes
59,retired,married,primary,2074,no,no,cellular,467,1,yes
68,retired,married,secondary,1443,no,no,telephone,2062,2,yes
31,technician,married,tertiary,3338,yes,no,cellular,264,2,yes
64,self-employed,married,tertiary,661,no,no,cellular,367,2,yes
30,unemployed,divorced,secondary,7105,no,no,cellular,321,2,yes
60,admin.,married,secondary,3735,no,no,cellular,190,1,yes
35,management,single,tertiary,538,no,no,cellular,410,3,yes
72,retired,married,primary,4657,no,no,cellular,305,3,yes
30,blue-collar,married,primary,5,no,no,cellular,282,1,yes
52,unemployed,divorced,secondary,230,no,no,cellular,422,2,yes
33,management,married,tertiary,1808,no,no,cellular,250,3,yes
84,retired,married,secondary,81204,no,no,telephone,679,1,yes
43,management,married,tertiary,3518,no,no,cellular,206,2,yes
39,technician,single,tertiary,25,yes,no,cellular,315,1,yes
25,technician,married,tertiary,2551,no,no,cellular,400,3,yes
38,admin.,married,secondary,11303,no,no,cellular,473,2,yes
44,management,married,unknown,2724,no,no,cellular,893,1,yes
20,student,single,unknown,755,no,no,cellular,284,1,yes
32,management,single,tertiary,718,yes,no,cellular,155,1,yes
23,services,single,secondary,870,no,no,cellular,296,1,yes
35,unemployed,married,secondary,978,no,no,cellular,1370,3,yes
61,management,married,secondary,544,no,no,cellular,63,3,yes
46,management,divorced,tertiary,461,no,no,cellular,369,2,yes
70,retired,married,primary,2795,no,no,cellular,301,2,yes
25,technician,single,secondary,139,no,yes,cellular,202,1,yes
57,retired,married,secondary,1044,no,no,telephone,585,1,yes
55,admin.,married,secondary,1633,no,no,cellular,210,1,yes
33,management,married,tertiary,6513,yes,no,cellular,170,1,yes
73,retired,married,primary,1388,no,no,telephone,767,2,yes
34,unemployed,single,secondary,15,no,no,cellular,377,1,yes
31,technician,single,secondary,2544,no,no,cellular,229,1,yes
25,blue-collar,single,secondary,2007,no,no,cellular,265,2,yes
30,technician,married,tertiary,2166,no,no,cellular,316,2,yes
28,self-employed,single,tertiary,4579,no,no,cellular,409,2,yes
21,student,single,secondary,2488,no,no,telephone,661,2,yes
87,retired,married,primary,2190,no,no,telephone,512,2,yes
22,student,single,secondary,254,no,no,cellular,143,2,yes
28,self-employed,single,tertiary,1579,no,no,cellular,163,1,yes
31,unemployed,married,tertiary,330,no,no,cellular,260,1,yes
60,retired,married,secondary,938,no,no,cellular,380,3,yes
41,technician,single,unknown,5372,yes,no,cellular,248,3,yes
24,student,single,secondary,3176,no,no,cellular,108,2,yes
54,management,divorced,tertiary,496,no,no,cellular,452,3,yes
35,technician,single,tertiary,0,no,no,cellular,187,7,yes
70,retired,divorced,primary,482,no,no,telephone,372,1,yes
62,blue-collar,married,secondary,180,no,no,cellular,183,1,yes
59,technician,married,primary,4198,no,no,cellular,309,1,yes
48,unemployed,married,secondary,817,no,no,cellular,517,1,yes
45,admin.,married,secondary,5021,no,no,cellular,233,1,yes
36,admin.,married,unknown,991,no,no,cellular,589,2,yes
33,services,single,secondary,133,no,no,cellular,305,2,yes
32,admin.,married,secondary,366,no,no,cellular,366,2,yes
60,retired,divorced,tertiary,979,yes,no,cellular,295,3,yes
39,management,married,tertiary,2939,no,no,cellular,348,2,yes
37,admin.,single,secondary,4803,no,no,cellular,396,2,yes
85,retired,married,primary,1255,no,no,cellular,233,3,yes
79,retired,married,primary,8556,no,no,telephone,326,2,yes
64,retired,married,secondary,588,no,no,cellular,366,1,yes
42,technician,married,secondary,994,yes,no,cellular,453,1,yes
47,blue-collar,married,secondary,820,no,no,cellular,262,1,yes
66,retired,married,secondary,203,no,no,cellular,353,1,yes
61,retired,married,secondary,86,no,no,cellular,639,1,yes
27,admin.,married,tertiary,2855,no,no,cellular,240,1,yes
63,retired,married,secondary,474,no,no,cellular,423,1,yes
36,management,married,tertiary,203,no,no,cellular,255,1,yes
38,unemployed,married,primary,7005,yes,no,cellular,696,1,yes
92,retired,married,unknown,775,no,no,cellular,164,4,yes
77,retired,married,secondary,4112,no,no,telephone,1616,1,yes
30,admin.,single,secondary,255,no,no,cellular,143,1,yes
81,retired,married,primary,243,no,no,cellular,340,1,yes
42,unknown,single,unknown,942,no,no,cellular,245,1,yes
48,admin.,divorced,secondary,1180,no,no,cellular,142,1,yes
52,services,married,secondary,992,yes,no,cellular,342,1,yes
38,housemaid,divorced,secondary,70,no,no,cellular,164,4,yes
61,admin.,married,unknown,4629,yes,no,cellular,181,1,yes
20,student,single,unknown,829,no,no,cellular,196,3,yes
39,admin.,married,secondary,0,no,no,cellular,366,1,yes
44,technician,married,secondary,2776,yes,no,cellular,701,1,yes
73,retired,married,primary,279,no,no,cellular,399,3,yes
36,student,single,tertiary,129,no,no,cellular,918,1,yes
48,management,married,tertiary,157,no,no,cellular,417,4,yes
52,services,married,secondary,659,no,no,cellular,390,4,yes
30,blue-collar,married,secondary,2493,no,no,cellular,293,2,yes
36,management,married,tertiary,3949,no,no,cellular,130,2,yes
80,retired,married,primary,997,no,no,cellular,151,1,yes
33,technician,married,tertiary,1699,no,no,cellular,202,1,yes
56,technician,married,tertiary,1181,no,no,cellular,186,1,yes
54,admin.,married,secondary,0,no,no,cellular,161,1,yes
34,admin.,married,tertiary,0,no,no,cellular,155,2,yes
66,retired,married,tertiary,1948,no,no,cellular,216,1,yes
52,blue-collar,married,primary,306,no,no,cellular,223,1,yes
60,retired,married,secondary,18967,yes,no,cellular,177,2,yes
28,admin.,single,secondary,261,yes,yes,cellular,254,3,yes
56,retired,divorced,primary,694,no,no,cellular,144,1,yes
36,technician,married,tertiary,202,no,no,cellular,313,1,yes
45,management,single,tertiary,4831,no,no,cellular,479,11,yes
60,management,married,unknown,264,no,no,telephone,265,1,yes
33,entrepreneur,single,secondary,278,no,no,cellular,563,5,yes
77,retired,married,tertiary,7802,no,no,telephone,483,2,yes
66,retired,married,primary,3629,no,no,cellular,474,1,yes
45,management,married,tertiary,547,no,no,cellular,577,1,yes
30,student,single,unknown,4468,no,no,cellular,204,1,yes
56,services,married,secondary,1989,no,no,cellular,336,2,yes
64,housemaid,married,unknown,2645,no,no,telephone,219,2,yes
30,technician,single,tertiary,4060,no,no,cellular,179,1,yes
33,technician,married,secondary,303,yes,no,cellular,355,1,yes
72,retired,married,primary,2600,no,no,cellular,443,2,yes
44,technician,married,tertiary,1818,yes,yes,cellular,508,1,yes
37,admin.,single,secondary,728,no,no,cellular,129,1,yes
52,blue-collar,married,secondary,955,no,yes,cellular,153,1,yes
37,technician,single,secondary,265,yes,yes,cellular,140,1,yes
34,management,married,tertiary,123,no,no,cellular,301,3,yes
78,retired,married,unknown,4807,no,no,telephone,892,2,yes
45,admin.,married,secondary,205,no,no,cellular,373,1,yes
68,retired,married,tertiary,2812,no,no,cellular,279,2,yes
53,management,married,tertiary,6571,no,no,cellular,208,1,yes
39,services,married,secondary,2758,no,no,cellular,658,3,yes
55,management,divorced,tertiary,2037,no,no,cellular,305,2,yes
32,student,single,tertiary,0,no,no,cellular,233,3,yes
76,retired,married,primary,2223,no,no,telephone,429,1,yes
35,admin.,divorced,secondary,1085,no,no,cellular,195,6,yes
55,admin.,married,secondary,602,no,no,cellular,390,2,yes
41,technician,single,tertiary,1646,yes,no,cellular,261,1,yes
35,unemployed,single,tertiary,415,no,no,cellular,649,1,yes
80,retired,married,secondary,2354,no,no,telephone,739,1,yes
38,technician,married,secondary,318,no,no,cellular,383,1,yes
48,blue-collar,married,secondary,1730,yes,no,cellular,489,1,yes
25,management,married,unknown,448,no,no,cellular,151,1,yes
36,admin.,single,tertiary,994,no,no,cellular,195,1,yes
29,housemaid,single,tertiary,19,no,no,cellular,110,2,yes
58,unemployed,married,secondary,1625,no,no,cellular,286,2,yes
46,blue-collar,married,secondary,1144,yes,no,cellular,376,2,yes
23,admin.,single,tertiary,897,yes,no,cellular,190,2,yes
67,retired,divorced,secondary,704,no,no,cellular,186,2,yes
30,management,married,tertiary,1996,no,no,cellular,1133,3,yes
22,student,single,secondary,216,no,no,cellular,363,1,yes
45,admin.,married,secondary,1206,no,no,telephone,309,1,yes
40,management,married,tertiary,1855,no,no,telephone,78,6,yes
35,management,married,tertiary,62,no,no,cellular,469,2,yes
33,student,married,secondary,1536,no,no,cellular,359,1,yes
60,technician,married,secondary,824,yes,no,cellular,127,1,yes
24,student,single,tertiary,235,no,no,cellular,98,1,yes
18,student,single,unknown,108,no,no,cellular,92,1,yes
65,entrepreneur,married,tertiary,2331,no,no,telephone,290,1,yes
27,management,single,tertiary,390,no,no,cellular,120,2,yes
35,admin.,single,secondary,-32,no,yes,cellular,63,4,yes
39,blue-collar,single,tertiary,172,yes,no,cellular,125,2,yes
53,admin.,married,secondary,10541,no,no,cellular,164,2,yes
23,student,single,secondary,480,no,no,cellular,742,2,yes
34,admin.,married,secondary,2374,yes,no,cellular,243,2,yes
36,management,single,tertiary,479,no,no,cellular,629,2,yes
52,unemployed,married,secondary,94,no,no,cellular,153,1,yes
36,student,single,unknown,417,no,no,cellular,151,1,yes
61,retired,married,tertiary,2557,yes,no,cellular,158,2,yes
58,technician,married,secondary,589,yes,no,cellular,511,3,yes
48,unemployed,divorced,secondary,201,no,no,cellular,406,2,yes
34,management,divorced,tertiary,2885,no,no,cellular,314,2,yes
58,management,married,secondary,2155,no,yes,cellular,135,2,yes
39,technician,divorced,secondary,902,yes,no,cellular,691,2,yes
44,management,married,tertiary,1791,no,no,cellular,71,1,yes
54,unknown,married,secondary,2206,no,no,cellular,449,1,yes
27,student,single,tertiary,5291,no,no,cellular,293,1,yes
77,retired,married,secondary,638,no,no,cellular,288,1,yes
30,admin.,single,secondary,4448,no,no,cellular,112,8,yes
61,retired,married,tertiary,5267,no,no,cellular,226,3,yes
76,retired,married,primary,3324,no,no,cellular,309,1,yes
28,blue-collar,married,secondary,61,yes,no,cellular,253,1,yes
35,management,married,tertiary,0,yes,no,cellular,391,2,yes
59,technician,married,secondary,116,no,no,cellular,268,1,yes
42,blue-collar,married,secondary,413,yes,no,cellular,456,2,yes
35,self-employed,single,tertiary,353,no,no,cellular,352,1,yes
71,retired,married,secondary,1712,no,no,cellular,660,1,yes
60,retired,married,secondary,523,no,no,cellular,467,1,yes
34,blue-collar,married,secondary,1454,yes,no,cellular,231,2,yes
57,retired,married,primary,9367,no,no,cellular,981,1,yes
75,retired,married,secondary,291,no,no,cellular,515,1,yes
64,retired,married,tertiary,846,no,no,cellular,671,1,yes
36,technician,married,tertiary,341,no,no,cellular,419,2,yes
29,technician,single,secondary,113,no,no,cellular,328,2,yes
34,management,single,tertiary,13014,no,no,cellular,637,1,yes
26,unemployed,single,secondary,632,no,no,cellular,218,1,yes
41,management,married,tertiary,27696,no,no,cellular,138,2,yes
47,blue-collar,married,secondary,3715,no,no,cellular,171,2,yes
52,management,married,tertiary,4675,no,no,cellular,181,3,yes
32,technician,married,secondary,3271,no,no,cellular,375,1,yes
21,student,single,secondary,123,no,no,telephone,379,5,yes
54,technician,married,secondary,10185,no,no,cellular,251,1,yes
29,management,single,tertiary,1026,no,no,cellular,138,2,yes
32,management,married,tertiary,905,no,no,cellular,666,4,yes
38,services,married,secondary,775,no,no,cellular,1835,3,yes
48,unemployed,married,secondary,926,no,no,cellular,382,4,yes
46,management,married,tertiary,349,no,no,cellular,295,2,yes
32,technician,married,secondary,484,yes,no,cellular,83,6,yes
49,services,married,primary,1830,yes,no,cellular,136,1,yes
37,management,married,tertiary,2987,yes,no,cellular,93,1,yes
37,technician,single,tertiary,197,no,no,cellular,531,1,yes
23,student,single,secondary,431,no,no,cellular,201,3,yes
58,admin.,married,secondary,169,no,no,cellular,216,1,yes
45,management,married,tertiary,226,yes,no,cellular,91,4,yes
30,unemployed,single,secondary,2424,no,no,cellular,337,1,yes
23,student,single,secondary,1234,no,no,cellular,379,1,yes
34,management,married,tertiary,271,yes,no,cellular,308,1,yes
27,management,single,tertiary,-69,yes,no,cellular,205,3,yes
28,student,single,tertiary,1562,no,no,cellular,659,4,yes
61,self-employed,divorced,tertiary,52587,no,no,cellular,394,3,yes
27,blue-collar,single,secondary,535,no,no,cellular,171,1,yes
34,management,single,tertiary,2159,no,no,unknown,386,1,yes
52,technician,married,secondary,195,yes,no,cellular,220,1,yes
28,technician,single,secondary,154,yes,no,cellular,416,2,yes
35,management,single,tertiary,681,no,no,cellular,737,1,yes
66,retired,married,secondary,2326,no,yes,cellular,232,1,yes
52,services,married,secondary,961,no,yes,cellular,222,1,yes
26,admin.,single,tertiary,2532,yes,yes,cellular,269,1,yes
38,management,single,tertiary,455,yes,no,cellular,255,2,yes
59,self-employed,married,tertiary,2013,no,no,cellular,222,4,yes
47,blue-collar,married,secondary,1568,yes,no,cellular,388,1,yes
22,student,single,unknown,1215,no,no,cellular,145,3,yes
82,retired,married,secondary,121,no,no,telephone,330,1,yes
60,retired,divorced,secondary,1,no,no,cellular,302,1,yes
53,management,married,tertiary,597,no,no,unknown,392,1,yes
39,management,single,tertiary,763,no,no,cellular,543,1,yes
27,unknown,single,unknown,326,no,no,cellular,326,1,yes
35,management,married,tertiary,1380,no,no,cellular,155,1,yes
80,housemaid,married,primary,0,no,no,cellular,639,1,yes
47,admin.,married,secondary,368,no,no,cellular,269,1,yes
72,retired,divorced,tertiary,438,no,no,cellular,279,1,yes
45,management,single,tertiary,483,no,no,cellular,95,2,yes
37,unemployed,married,tertiary,7620,no,no,telephone,367,1,yes
29,self-employed,single,tertiary,805,no,no,cellular,132,1,yes
40,management,single,tertiary,0,yes,no,cellular,228,2,yes
32,management,married,tertiary,302,yes,yes,unknown,61,1,yes
20,student,single,secondary,215,no,no,cellular,175,1,yes
48,housemaid,married,tertiary,5473,no,no,cellular,127,2,yes
60,admin.,married,secondary,106,no,no,cellular,137,1,yes
70,retired,married,primary,2346,no,no,cellular,694,1,yes
78,retired,divorced,secondary,3219,no,no,cellular,151,1,yes
52,admin.,single,unknown,2227,no,no,cellular,242,2,yes
61,self-employed,divorced,tertiary,6610,no,no,cellular,481,2,yes
27,services,single,secondary,195,yes,no,cellular,416,3,yes
63,technician,married,secondary,973,no,no,cellular,318,1,yes
59,technician,married,secondary,7766,yes,no,cellular,1422,1,yes
22,student,single,secondary,948,no,no,telephone,169,1,yes
66,management,married,unknown,2149,yes,no,cellular,98,1,yes
74,retired,married,primary,1413,no,no,cellular,385,2,yes
52,technician,married,secondary,117,no,no,cellular,959,3,yes
71,retired,divorced,secondary,0,no,no,cellular,771,1,yes
33,management,married,tertiary,71,no,no,cellular,335,3,yes
56,technician,married,secondary,1938,no,yes,cellular,229,1,yes
30,management,single,tertiary,5359,no,no,cellular,427,1,yes
73,retired,married,unknown,519,no,no,telephone,270,3,yes
28,blue-collar,single,secondary,-46,yes,no,cellular,525,1,yes
27,technician,single,tertiary,1075,no,no,cellular,658,1,yes
38,services,single,secondary,91,no,no,cellular,207,1,yes
28,technician,single,secondary,598,yes,no,cellular,177,1,yes
37,management,single,tertiary,1027,yes,no,cellular,313,1,yes
47,technician,married,primary,235,no,no,cellular,136,2,yes
60,retired,divorced,tertiary,2,no,no,cellular,228,4,yes
42,technician,married,secondary,4945,yes,no,cellular,311,2,yes
27,student,single,tertiary,311,no,no,telephone,187,3,yes
25,student,single,secondary,154,no,no,cellular,141,1,yes
90,retired,divorced,primary,712,no,no,telephone,557,1,yes
29,student,single,unknown,7585,no,no,cellular,145,2,yes
29,technician,single,tertiary,2489,yes,no,cellular,355,1,yes
63,retired,married,secondary,2896,no,no,cellular,180,2,yes
32,management,single,tertiary,354,no,no,cellular,177,2,yes
32,management,married,tertiary,2667,yes,no,cellular,251,1,yes
42,management,married,tertiary,144,no,no,cellular,148,1,yes
26,admin.,single,tertiary,760,yes,no,cellular,456,2,yes
73,retired,single,secondary,1050,no,no,cellular,562,3,yes
26,student,single,secondary,5296,no,no,cellular,229,1,yes
60,admin.,married,secondary,12980,no,no,cellular,115,1,yes
25,blue-collar,single,secondary,509,no,no,cellular,418,1,yes
64,retired,married,tertiary,1644,no,no,telephone,341,4,yes
68,retired,married,primary,451,no,no,cellular,373,1,yes
39,services,married,secondary,53,no,no,unknown,257,1,yes
40,unemployed,single,secondary,334,no,no,cellular,219,1,yes
37,management,married,tertiary,6771,no,no,cellular,319,1,yes
36,services,married,secondary,52,yes,no,cellular,498,2,yes
33,management,divorced,tertiary,2240,no,no,cellular,264,2,yes
83,retired,married,tertiary,4761,no,no,telephone,659,1,yes
31,technician,married,tertiary,1570,yes,no,cellular,277,4,yes
64,unemployed,divorced,secondary,588,no,no,cellular,409,1,yes
59,unemployed,married,secondary,957,no,no,cellular,301,1,yes
33,management,single,tertiary,224,no,no,cellular,241,2,yes
35,management,married,tertiary,2161,no,no,cellular,139,2,yes
69,retired,married,unknown,426,no,no,telephone,225,1,yes
31,management,single,tertiary,147,no,no,cellular,469,1,yes
73,retired,married,primary,508,no,no,cellular,176,1,yes
35,technician,married,secondary,294,yes,no,cellular,301,1,yes
28,management,single,tertiary,1825,no,no,cellular,236,1,yes
34,management,married,tertiary,158,no,no,cellular,212,3,yes
33,management,married,tertiary,0,yes,no,cellular,305,1,yes
36,services,married,secondary,4721,no,no,cellular,288,2,yes
44,management,married,unknown,282,no,no,cellular,700,2,yes
19,student,single,unknown,108,no,no,cellular,273,2,yes
28,management,single,tertiary,187,no,no,cellular,295,1,yes
51,blue-collar,married,primary,3764,no,no,telephone,450,3,yes
